Word	Term_id	Document_List
messag	term_id_354	['document_7', 'document_154', 'document_188']
orwel	term_id_355	['document_7']
tell	term_id_356	['document_7', 'document_9', 'document_31', 'document_32', 'document_35', 'document_40', 'document_49', 'document_56', 'document_65', 'document_86', 'document_104', 'document_107', 'document_108', 'document_116', 'document_124', 'document_140', 'document_144', 'document_154', 'document_171', 'document_179', 'document_180', 'document_197', 'document_201', 'document_203', 'document_206', 'document_235', 'document_243', 'document_255', 'document_260', 'document_268', 'document_274', 'document_277', 'document_283', 'document_291', 'document_292', 'document_298']
farm	term_id_357	['document_7', 'document_114', 'document_144', 'document_217']
up	term_id_358	['document_7', 'document_187', 'document_213']
clear	term_id_359	['document_7', 'document_213']
freedom	term_id_360	['document_7', 'document_23', 'document_83', 'document_87', 'document_117', 'document_175', 'document_182', 'document_224', 'document_243', 'document_247']
stage	term_id_361	['document_7', 'document_32', 'document_44', 'document_106', 'document_178', 'document_207', 'document_211', 'document_215', 'document_245']
paradis	term_id_362	['document_7', 'document_117', 'document_241', 'document_292']
anim	term_id_363	['document_7', 'document_44', 'document_56', 'document_121', 'document_154', 'document_196', 'document_202', 'document_291', 'document_293']
set	term_id_364	['document_7', 'document_9', 'document_18', 'document_24', 'document_32', 'document_39', 'document_41', 'document_43', 'document_45', 'document_56', 'document_60', 'document_63', 'document_64', 'document_68', 'document_96', 'document_104', 'document_112', 'document_120', 'document_121', 'document_129', 'document_140', 'document_144', 'document_153', 'document_157', 'document_160', 'document_161', 'document_165', 'document_173', 'document_178', 'document_185', 'document_190', 'document_193', 'document_199', 'document_203', 'document_205', 'document_215', 'document_239', 'document_243', 'document_256', 'document_258', 'document_260', 'document_273', 'document_293']
grown	term_id_365	['document_7', 'document_42', 'document_143', 'document_165']
progress	term_id_366	['document_7', 'document_166', 'document_170']
feroci	term_id_367	['document_7', 'document_110', 'document_125']
fresh	term_id_368	['document_7', 'document_112', 'document_126', 'document_137', 'document_147', 'document_277']
mistreat	term_id_369	['document_7']
thu	term_id_370	['document_7']
equal	term_id_371	['document_7', 'document_113', 'document_172', 'document_200', 'document_246', 'document_277']
pen	term_id_372	['document_7', 'document_12', 'document_53', 'document_220']
record	term_id_373	['document_7', 'document_43', 'document_49', 'document_201', 'document_264', 'document_267']
taken	term_id_374	['document_7', 'document_93', 'document_104', 'document_118', 'document_167', 'document_195', 'document_260', 'document_266']
edg	term_id_375	['document_7', 'document_125', 'document_287', 'document_296']
seen	term_id_376	['document_7', 'document_73', 'document_101', 'document_111', 'document_113', 'document_249', 'document_292']
revolut	term_id_377	['document_7', 'document_94']
clariti	term_id_378	['document_7']
whatev	term_id_379	['document_7']
razor	term_id_380	['document_7', 'document_287']
tyranni	term_id_381	['document_7']
whenev	term_id_382	['document_7', 'document_211']
cut	term_id_383	['document_7', 'document_137', 'document_248', 'document_267', 'document_270']
russia	term_id_384	['document_7', 'document_74', 'document_276']
ideal	term_id_385	['document_7', 'document_62', 'document_157', 'document_193', 'document_255']
flame	term_id_386	['document_7', 'document_213', 'document_223', 'document_248']
savag	term_id_387	['document_7', 'document_90', 'document_130', 'document_288']
creat	term_id_388	['document_7', 'document_13', 'document_24', 'document_26', 'document_31', 'document_52', 'document_65', 'document_74', 'document_100', 'document_102', 'document_137', 'document_185', 'document_190', 'document_193', 'document_200', 'document_202', 'document_212', 'document_215', 'document_223', 'document_231', 'document_251', 'document_255', 'document_273', 'document_287', 'document_294', 'document_298']
stalinist	term_id_389	['document_7']
fabl	term_id_390	['document_7', 'document_83']
totalitarian	term_id_391	['document_7', 'document_80', 'document_219']
overwork	term_id_392	['document_7']
fairi	term_id_393	['document_7', 'document_9', 'document_146', 'document_207', 'document_243']
banner	term_id_394	['document_7']
devastatingli	term_id_395	['document_7', 'document_73']
slogan	term_id_396	['document_7']
evolut	term_id_397	['document_7', 'document_14']
stir	term_id_398	['document_7', 'document_25', 'document_68']
fantasi	term_id_399	['document_8', 'document_46', 'document_54', 'document_180', 'document_183', 'document_196', 'document_202', 'document_206', 'document_212', 'document_248', 'document_290']
seven	term_id_400	['document_8', 'document_38', 'document_107', 'document_125', 'document_143', 'document_153', 'document_187', 'document_196', 'document_216', 'document_244', 'document_248', 'document_294']
lion	term_id_401	['document_8', 'document_140', 'document_162', 'document_177']
decept	term_id_402	['document_8']
bayn	term_id_403	['document_8']
fascin	term_id_404	['document_8', 'document_22', 'document_44', 'document_119', 'document_121', 'document_234', 'document_267', 'document_273']
truth	term_id_405	['document_8', 'document_15', 'document_32', 'document_42', 'document_43', 'document_44', 'document_75', 'document_78', 'document_110', 'document_133', 'document_139', 'document_165', 'document_179', 'document_217', 'document_219', 'document_226', 'document_249', 'document_285', 'document_291', 'document_294', 'document_298']
origin	term_id_406	['document_8', 'document_34', 'document_37', 'document_38', 'document_52', 'document_53', 'document_59', 'document_85', 'document_99', 'document_132', 'document_135', 'document_149', 'document_170', 'document_180', 'document_183', 'document_190', 'document_193', 'document_200', 'document_207', 'document_215', 'document_222', 'document_233', 'document_243', 'document_260', 'document_276', 'document_289']
battl	term_id_407	['document_8', 'document_71', 'document_73', 'document_94', 'document_105', 'document_133', 'document_140', 'document_141', 'document_151', 'document_193', 'document_211', 'document_291', 'document_292']
grace	term_id_408	['document_8', 'document_142', 'document_144', 'document_240', 'document_288', 'document_294']
adventur	term_id_409	['document_8', 'document_9', 'document_18', 'document_23', 'document_32', 'document_46', 'document_47', 'document_48', 'document_54', 'document_67', 'document_68', 'document_92', 'document_97', 'document_101', 'document_113', 'document_114', 'document_115', 'document_127', 'document_134', 'document_138', 'document_140', 'document_148', 'document_161', 'document_170', 'document_178', 'document_180', 'document_184', 'document_193', 'document_200', 'document_203', 'document_206', 'document_220', 'document_225', 'document_232', 'document_248', 'document_263', 'document_271', 'document_282', 'document_284', 'document_286', 'document_289', 'document_290', 'document_294']
unabridg	term_id_410	['document_8', 'document_135']
present	term_id_411	['document_8', 'document_16', 'document_17', 'document_21', 'document_53', 'document_79', 'document_94', 'document_99', 'document_155', 'document_187', 'document_217', 'document_267', 'document_273', 'document_281', 'document_287', 'document_298']
order	term_id_412	['document_8', 'document_23', 'document_41', 'document_106', 'document_157', 'document_197', 'document_247']
genr	term_id_413	['document_8', 'document_14', 'document_40', 'document_46', 'document_180', 'document_190', 'document_248']
fifti	term_id_414	['document_8', 'document_128', 'document_150', 'document_184', 'document_187', 'document_194', 'document_235']
journey	term_id_415	['document_8', 'document_12', 'document_25', 'document_44', 'document_46', 'document_53', 'document_58', 'document_64', 'document_68', 'document_81', 'document_84', 'document_93', 'document_99', 'document_136', 'document_138', 'document_156', 'document_157', 'document_160', 'document_167', 'document_170', 'document_191', 'document_200', 'document_205', 'document_206', 'document_210', 'document_221', 'document_226', 'document_227', 'document_228', 'document_242', 'document_254', 'document_268', 'document_283', 'document_289', 'document_291']
wardrob	term_id_416	['document_8', 'document_140', 'document_270']
ask	term_id_417	['document_8', 'document_52', 'document_123', 'document_154', 'document_155']
direct	term_id_418	['document_8', 'document_25', 'document_216', 'document_220', 'document_227', 'document_288']
chapter	term_id_419	['document_8', 'document_10', 'document_38', 'document_83', 'document_102', 'document_175', 'document_229']
speak	term_id_420	['document_8', 'document_149', 'document_156', 'document_157', 'document_166', 'document_190', 'document_216', 'document_260', 'document_274']
artist	term_id_421	['document_8', 'document_65', 'document_295']
even	term_id_422	['document_8', 'document_15', 'document_23', 'document_29', 'document_32', 'document_49', 'document_50', 'document_56', 'document_72', 'document_75', 'document_87', 'document_99', 'document_103', 'document_106', 'document_119', 'document_144', 'document_152', 'document_154', 'document_155', 'document_168', 'document_171', 'document_172', 'document_173', 'document_179', 'document_182', 'document_183', 'document_184', 'document_197', 'document_198', 'document_213', 'document_214', 'document_223', 'document_226', 'document_227', 'document_231', 'document_239', 'document_244', 'document_273', 'document_280', 'document_283', 'document_285', 'document_291']
